OPERATOR_HASH,OPERATOR_TYPE,QUERY_HASH,LEFT_INPUT_OPERATOR_HASH,RIGHT_INPUT_OPERATOR_HASH,JOIN_MODE,LEFT_TABLE_NAME,LEFT_COLUMN_NAME,LEFT_TABLE_CHUNK_COUNT,LEFT_TABLE_ROW_COUNT,LEFT_COLUMN_TYPE,RIGHT_TABLE_NAME,RIGHT_COLUMN_NAME,RIGHT_TABLE_CHUNK_COUNT,RIGHT_TABLE_ROW_COUNT,RIGHT_COLUMN_TYPE,OUTPUT_CHUNK_COUNT,OUTPUT_ROW_COUNT,PREDICATE_COUNT,PRIMARY_PREDICATE,IS_FLIPPED,RADIX_BITS,BUILD_SIDE_MATERIALIZING_NS,PROBE_SIDE_MATERIALIZING_NS,CLUSTERING_NS,BUILDING_NS,PROBING_NS,OUTPUT_WRITING_NS,RUNTIME_NS,DESCRIPTION,INPUT_SEQUENTIAL_FACTOR,TABLE_NAME_RIGHT,COLUMN_COUNT_RIGHT,ROW_COUNT_RIGHT,CHUNK_COUNT_RIGHT,TARGET_CHUNK_SIZE_RIGHT,COLUMN_NAME_RIGHT,DATA_TYPE_RIGHT,NULLABLE_RIGHT,COLUMN_ID_RIGHT,COLUMN_DATA_TYPE_RIGHT,DISTINCT_VALUE_COUNT_RIGHT,ENCODING_TYPE_RIGHT,VECTOR_COMPRESSION_TYPE_RIGHT,SIZE_IN_BYTES_RIGHT,POINT_ACCESSES_RIGHT,SEQUENTIAL_ACCESSES_RIGHT,MONOTONIC_ACCESSES_RIGHT,RANDOM_ACCESSES_RIGHT,TABLE_NAME,COLUMN_COUNT,ROW_COUNT,CHUNK_COUNT,TARGET_CHUNK_SIZE,COLUMN_NAME,DATA_TYPE,NULLABLE,COLUMN_ID,COLUMN_DATA_TYPE,DISTINCT_VALUE_COUNT,ENCODING_TYPE,VECTOR_COMPRESSION_TYPE,SIZE_IN_BYTES,POINT_ACCESSES,SEQUENTIAL_ACCESSES,MONOTONIC_ACCESSES,RANDOM_ACCESSES,COLUMN_TYPE,GROUP_BY_COLUMN_COUNT,AGGREGATE_COLUMN_COUNT,INPUT_CHUNK_COUNT,INPUT_ROW_COUNT,GROUP_BY_KEY_PARTITIONING_NS,AGGREGATING_NS,GROUP_BY_COLUMNS_WRITING_NS,AGGREGATE_COLUMNS_WRITING_NS,PREDICATE_CONDITION,SCANS_SKIPPED,SCANS_SORTED,PRUNED_CHUNK_COUNT,PRUNED_COLUMN_COUNT
0x7f286fa6d0106493ca07f8ba2be,TABLE_SCAN,f4abb2483b4928a2,0x7f286f692ad019cb0c858d2d2581,,,,,,,,,,,,,1,365,,,,,,,,,,,122296,TableScan Impl: ColumnVsValue d_year = 1998,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,1,65535,,,,,Equals,0,0,,
0x7f286f6f46306493ca07f8ba2be,TABLE_SCAN,9cd97139f25db3ca,0x7f286f6f471019cb0c858d2d2581,,,,,,,,,,,,,1,365,,,,,,,,,,,122785,TableScan Impl: ColumnVsValue d_year = 1998,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,1,65535,,,,,Equals,0,0,,
0x7f28732c219041f51bac5cc205e4,TABLE_SCAN,ee9f2598301807b,0x7f28732c20b070778bb9dfb296e7,,,,,,,,,,,,,1,365,,,,,,,,,,,134772,TableScan Impl: ColumnVsValue d_year = 2001,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,2,73049,,,,,Equals,0,0,,
0x7f28732c2270e25aa7c71d88e98,TABLE_SCAN,ee9f2598301807b,0x7f28732c20b070778bb9dfb296e7,,,,,,,,,,,,,1,366,,,,,,,,,,,117340,TableScan Impl: ColumnVsValue d_year = 2000,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,2,73049,,,,,Equals,0,0,,
0x7f28732c1e10913df75c7113c841,TABLE_SCAN,ee9f2598301807b,0x7f28732c20b070778bb9dfb296e7,,,,,,,,,,,,,1,365,,,,,,,,,,,121971,TableScan Impl: ColumnVsValue d_year = 1999,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,2,73049,,,,,Equals,0,0,,
0x7f286ebaaf70bd79848fa42dca44,TABLE_SCAN,7f8c5f9d97a75ca9,0x7f286ebaae9019cb0c858d2d2581,,,,,,,,,,,,,1,365,,,,,,,,,,,116868,TableScan Impl: ColumnVsValue d_year = 2001,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,1,65535,,,,,Equals,0,0,,
0x7f2873b44090bd79848fa42dca44,TABLE_SCAN,9073696428989a83,0x7f2873b43df019cb0c858d2d2581,,,,,,,,,,,,,1,365,,,,,,,,,,,136773,TableScan Impl: ColumnVsValue d_year = 2001,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,1,65535,,,,,Equals,0,0,,
0x7f28759110103dfdfe8800092124,TABLE_SCAN,b46db2146f4073e,0x7f287591171019cb0c858d2d2581,,,,,,,,,,,,,1,365,,,,,,,,,,,146352,TableScan Impl: ColumnVsValue d_year = 1999,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,1,65535,,,,,Equals,0,0,,
0x7f2875911b702b3bdc65cc4c523d,TABLE_SCAN,b46db2146f4073e,0x7f2875911a90a132be481c3e6fa6,,,,,,,,,,,,,1,365,,,,,,,,,,,131965,TableScan Impl: ColumnVsValue d_year = 2001,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,2,73049,,,,,Equals,0,0,,
0x7f2875911c50ec625b810cbd9a39,TABLE_SCAN,b46db2146f4073e,0x7f2875911a90a132be481c3e6fa6,,,,,,,,,,,,,1,366,,,,,,,,,,,116164,TableScan Impl: ColumnVsValue d_year = 2000,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,2,73049,,,,,Equals,0,0,,
0x7f2875911d30781ef4ff276376c8,TABLE_SCAN,b46db2146f4073e,0x7f2875911a90a132be481c3e6fa6,,,,,,,,,,,,,1,365,,,,,,,,,,,115944,TableScan Impl: ColumnVsValue d_year = 1999,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,2,73049,,,,,Equals,0,0,,
0x7f287e1499506493ca07f8ba2be,TABLE_SCAN,a3a0e939e34d730d,0x7f287e149bf019cb0c858d2d2581,,,,,,,,,,,,,1,365,,,,,,,,,,,132020,TableScan Impl: ColumnVsValue d_year = 1998,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,1,65535,,,,,Equals,0,0,,
0x7f286eba6270bd79848fa42dca44,TABLE_SCAN,3a0819dcaeac072e,0x7f286eba619019cb0c858d2d2581,,,,,,,,,,,,,1,365,,,,,,,,,,,116130,TableScan Impl: ColumnVsValue d_year = 2001,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,1,65535,,,,,Equals,0,0,,
0x7f286f781950ec625b810cbd9a39,TABLE_SCAN,163f0d3805495a6c,0x7f286f781870a132be481c3e6fa6,,,,,,,,,,,,,1,366,,,,,,,,,,,145532,TableScan Impl: ColumnVsValue d_year = 2000,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,2,73049,,,,,Equals,0,0,,
0x7f2873a2711041f51bac5cc205e4,TABLE_SCAN,2ff2449d2641de02,0x7f2873a2703070778bb9dfb296e7,,,,,,,,,,,,,1,365,,,,,,,,,,,135539,TableScan Impl: ColumnVsValue d_year = 2001,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,2,73049,,,,,Equals,0,0,,
0x7f2873a271f0e25aa7c71d88e98,TABLE_SCAN,2ff2449d2641de02,0x7f2873a2703070778bb9dfb296e7,,,,,,,,,,,,,1,366,,,,,,,,,,,115294,TableScan Impl: ColumnVsValue d_year = 2000,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,2,73049,,,,,Equals,0,0,,
0x7f2873a25dd0913df75c7113c841,TABLE_SCAN,2ff2449d2641de02,0x7f2873a2703070778bb9dfb296e7,,,,,,,,,,,,,1,365,,,,,,,,,,,119049,TableScan Impl: ColumnVsValue d_year = 1999,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,2,73049,,,,,Equals,0,0,,
0x7f286f6f99506493ca07f8ba2be,TABLE_SCAN,9e9a2f9278844718,0x7f286f6914f019cb0c858d2d2581,,,,,,,,,,,,,1,365,,,,,,,,,,,123938,TableScan Impl: ColumnVsValue d_year = 1998,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,1,65535,,,,,Equals,0,0,,
0x7f2871c7e4d0b8cd02a6cbf6d152,TABLE_SCAN,864f67ac7ca8bdbf,0x7f286f2d5fb019cb0c858d2d2581,,,,,,,,,,,,,1,365,,,,,,,,,,,122160,TableScan Impl: ColumnVsValue d_year = 2002,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,1,65535,,,,,Equals,0,0,,
0x7f28749a4a70a4e841e3d4ba87,TABLE_SCAN,2cd5379a3cbfdf3c,0x7f28749a4ed0da1e19d59968ce9d,,,,,,,,,,,,,1,365,,,,,,,,,,,158259,TableScan Impl: ColumnVsValue d_year = 2002,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,2,73049,,,,,Equals,0,0,,
0x7f27b05032b0a40fff7f3a166528,TABLE_SCAN,66a6d1e9e4650dfd,0x7f27b0505930da1e19d59968ce9d,,,,,,,,,,,,,1,366,,,,,,,,,,,156499,TableScan Impl: ColumnVsValue d_year = 2000,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,2,73049,,,,,Equals,0,0,,
0x7f28704feb503c9dfa84cbf4d97b,TABLE_SCAN,a3a615f1d1b850b,0x7f28704fea7019cb0c858d2d2581,,,,,,,,,,,,,1,366,,,,,,,,,,,111854,TableScan Impl: ColumnVsValue d_year = 2000,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,1,65535,,,,,Equals,0,0,,
0x7f2870470930ec625b810cbd9a39,TABLE_SCAN,ca45f34d784a1366,0x7f2870470850a132be481c3e6fa6,,,,,,,,,,,,,1,366,,,,,,,,,,,141347,TableScan Impl: ColumnVsValue d_year = 2000,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,2,73049,,,,,Equals,0,0,,
0x7f286f703470bd79848fa42dca44,TABLE_SCAN,53062ef190f7aa6b,0x7f286f70339019cb0c858d2d2581,,,,,,,,,,,,,1,365,,,,,,,,,,,142704,TableScan Impl: ColumnVsValue d_year = 2001,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,1,65535,,,,,Equals,0,0,,
0x7f27b8888a903c9dfa84cbf4d97b,TABLE_SCAN,8c216d5df6593fec,0x7f27b88889b019cb0c858d2d2581,,,,,,,,,,,,,1,366,,,,,,,,,,,108663,TableScan Impl: ColumnVsValue d_year = 2000,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,1,65535,,,,,Equals,0,0,,
0x7f286feceef0bd79848fa42dca44,TABLE_SCAN,f28d31102c6cbc77,0x7f286fecee1019cb0c858d2d2581,,,,,,,,,,,,,1,365,,,,,,,,,,,144709,TableScan Impl: ColumnVsValue d_year = 2001,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,1,65535,,,,,Equals,0,0,,
0x7f27583c9e70ec625b810cbd9a39,TABLE_SCAN,d3849b44539bf74,0x7f27ad312f30a132be481c3e6fa6,,,,,,,,,,,,,1,366,,,,,,,,,,,136029,TableScan Impl: ColumnVsValue d_year = 2000,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,2,73049,,,,,Equals,0,0,,
0x7f2870edf730ec625b810cbd9a39,TABLE_SCAN,ef88b46f896f7ab0,0x7f2870edf650a132be481c3e6fa6,,,,,,,,,,,,,1,366,,,,,,,,,,,144065,TableScan Impl: ColumnVsValue d_year = 2000,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,2,73049,,,,,Equals,0,0,,
0x7f286fb290f0bd79848fa42dca44,TABLE_SCAN,6754e2322d2bc60b,0x7f286fb2901019cb0c858d2d2581,,,,,,,,,,,,,1,365,,,,,,,,,,,144157,TableScan Impl: ColumnVsValue d_year = 2001,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,1,65535,,,,,Equals,0,0,,
0x7f286f7d1f50ec625b810cbd9a39,TABLE_SCAN,c18f13c55cea09cf,0x7f286f7d5210a132be481c3e6fa6,,,,,,,,,,,,,1,366,,,,,,,,,,,124033,TableScan Impl: ColumnVsValue d_year = 2000,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,2,73049,,,,,Equals,0,0,,
0x7f286fb873106493ca07f8ba2be,TABLE_SCAN,d7df9dc6bd65a4d6,0x7f286fa711b019cb0c858d2d2581,,,,,,,,,,,,,1,365,,,,,,,,,,,121674,TableScan Impl: ColumnVsValue d_year = 1998,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,1,65535,,,,,Equals,0,0,,
0x7f287257b25041f51bac5cc205e4,TABLE_SCAN,d14af8b5bac4e754,0x7f287257b17070778bb9dfb296e7,,,,,,,,,,,,,1,365,,,,,,,,,,,136256,TableScan Impl: ColumnVsValue d_year = 2001,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,2,73049,,,,,Equals,0,0,,
0x7f287257b330e25aa7c71d88e98,TABLE_SCAN,d14af8b5bac4e754,0x7f287257b17070778bb9dfb296e7,,,,,,,,,,,,,1,366,,,,,,,,,,,117512,TableScan Impl: ColumnVsValue d_year = 2000,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,2,73049,,,,,Equals,0,0,,
0x7f287257aed0913df75c7113c841,TABLE_SCAN,d14af8b5bac4e754,0x7f287257b17070778bb9dfb296e7,,,,,,,,,,,,,1,365,,,,,,,,,,,116968,TableScan Impl: ColumnVsValue d_year = 1999,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,2,73049,,,,,Equals,0,0,,
0x7f2871cd9330b8cd02a6cbf6d152,TABLE_SCAN,3f6fe8307bd935cf,0x7f2872f68b9019cb0c858d2d2581,,,,,,,,,,,,,1,365,,,,,,,,,,,135184,TableScan Impl: ColumnVsValue d_year = 2002,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,1,65535,,,,,Equals,0,0,,
0x7f27adc62ff041f51bac5cc205e4,TABLE_SCAN,4cd4d7927bd0b496,0x7f27adc6329070778bb9dfb296e7,,,,,,,,,,,,,1,365,,,,,,,,,,,166357,TableScan Impl: ColumnVsValue d_year = 2001,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,2,73049,,,,,Equals,0,0,,
0x7f27adc630d0e25aa7c71d88e98,TABLE_SCAN,4cd4d7927bd0b496,0x7f27adc6329070778bb9dfb296e7,,,,,,,,,,,,,1,366,,,,,,,,,,,130659,TableScan Impl: ColumnVsValue d_year = 2000,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,2,73049,,,,,Equals,0,0,,
0x7f27adc62e30913df75c7113c841,TABLE_SCAN,4cd4d7927bd0b496,0x7f27adc6329070778bb9dfb296e7,,,,,,,,,,,,,1,365,,,,,,,,,,,122554,TableScan Impl: ColumnVsValue d_year = 1999,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,2,73049,,,,,Equals,0,0,,
0x7f286feb0610bd79848fa42dca44,TABLE_SCAN,c9240bc48462662b,0x7f286feb053019cb0c858d2d2581,,,,,,,,,,,,,1,365,,,,,,,,,,,119214,TableScan Impl: ColumnVsValue d_year = 2001,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,1,65535,,,,,Equals,0,0,,
0x7f27b0508e90bd79848fa42dca44,TABLE_SCAN,35c1d728a117be55,0x7f27b0508db019cb0c858d2d2581,,,,,,,,,,,,,1,365,,,,,,,,,,,108654,TableScan Impl: ColumnVsValue d_year = 2001,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,1,65535,,,,,Equals,0,0,,
0x7f286fe9c950bd79848fa42dca44,TABLE_SCAN,92fa483c0d656207,0x7f286fe9c87019cb0c858d2d2581,,,,,,,,,,,,,1,365,,,,,,,,,,,112216,TableScan Impl: ColumnVsValue d_year = 2001,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,1,65535,,,,,Equals,0,0,,
0x7f286eba9370bd79848fa42dca44,TABLE_SCAN,99fbbbee25eabcdc,0x7f286eba929019cb0c858d2d2581,,,,,,,,,,,,,1,365,,,,,,,,,,,115029,TableScan Impl: ColumnVsValue d_year = 2001,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,1,65535,,,,,Equals,0,0,,
0x7f27af0546f0ec625b810cbd9a39,TABLE_SCAN,247b47de0a2d0fbd,0x7f27af054610a132be481c3e6fa6,,,,,,,,,,,,,1,366,,,,,,,,,,,137468,TableScan Impl: ColumnVsValue d_year = 2000,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,2,73049,,,,,Equals,0,0,,
0x7f286f4c14d0bd79848fa42dca44,TABLE_SCAN,42e3ecfe485749a1,0x7f286f4c13f019cb0c858d2d2581,,,,,,,,,,,,,1,365,,,,,,,,,,,117025,TableScan Impl: ColumnVsValue d_year = 2001,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,1,65535,,,,,Equals,0,0,,
0x7f2872f69ed0b8cd02a6cbf6d152,TABLE_SCAN,a2f64961c65da1e0,0x7f28710d11d019cb0c858d2d2581,,,,,,,,,,,,,1,365,,,,,,,,,,,120823,TableScan Impl: ColumnVsValue d_year = 2002,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,1,65535,,,,,Equals,0,0,,
0x7f286fe9b7d0bd79848fa42dca44,TABLE_SCAN,32f2ee4804bff66d,0x7f286fe9b6f019cb0c858d2d2581,,,,,,,,,,,,,1,365,,,,,,,,,,,110691,TableScan Impl: ColumnVsValue d_year = 2001,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,1,65535,,,,,Equals,0,0,,
0x7f28710d4570b8cd02a6cbf6d152,TABLE_SCAN,9df3f5335cf1570f,0x7f28710d687019cb0c858d2d2581,,,,,,,,,,,,,1,365,,,,,,,,,,,121832,TableScan Impl: ColumnVsValue d_year = 2002,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,1,65535,,,,,Equals,0,0,,
0x7f286fb123906493ca07f8ba2be,TABLE_SCAN,560567311fc74d9b,0x7f286fb1263019cb0c858d2d2581,,,,,,,,,,,,,1,365,,,,,,,,,,,123469,TableScan Impl: ColumnVsValue d_year = 1998,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,1,65535,,,,,Equals,0,0,,
0x7f2871cdae50b8cd02a6cbf6d152,TABLE_SCAN,85b9291789773646,0x7f28710d695019cb0c858d2d2581,,,,,,,,,,,,,1,365,,,,,,,,,,,121670,TableScan Impl: ColumnVsValue d_year = 2002,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,1,65535,,,,,Equals,0,0,,
0x7f2873ce97d0a4e841e3d4ba87,TABLE_SCAN,30b0fa6712714e14,0x7f2873ceaf70da1e19d59968ce9d,,,,,,,,,,,,,1,365,,,,,,,,,,,165653,TableScan Impl: ColumnVsValue d_year = 2002,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,2,73049,,,,,Equals,0,0,,
0x7f286f4d3230ec625b810cbd9a39,TABLE_SCAN,684847d100439fd5,0x7f286f4d3150a132be481c3e6fa6,,,,,,,,,,,,,1,366,,,,,,,,,,,129031,TableScan Impl: ColumnVsValue d_year = 2000,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,2,73049,,,,,Equals,0,0,,
0x7f2872a0dd70ec625b810cbd9a39,TABLE_SCAN,1ff6f54ada55b61b,0x7f2872a0dc90a132be481c3e6fa6,,,,,,,,,,,,,1,366,,,,,,,,,,,139560,TableScan Impl: ColumnVsValue d_year = 2000,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,2,73049,,,,,Equals,0,0,,
0x7f27ad30c010bd79848fa42dca44,TABLE_SCAN,89352b58be3abb3f,0x7f27583c9d9019cb0c858d2d2581,,,,,,,,,,,,,1,365,,,,,,,,,,,108765,TableScan Impl: ColumnVsValue d_year = 2001,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,1,65535,,,,,Equals,0,0,,
0x7f27ad27ae303c9dfa84cbf4d97b,TABLE_SCAN,e3de2ef8eb2609eb,0x7f27ad27ad5019cb0c858d2d2581,,,,,,,,,,,,,1,366,,,,,,,,,,,107887,TableScan Impl: ColumnVsValue d_year = 2000,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,1,65535,,,,,Equals,0,0,,
0x7f27abc271f0bd79848fa42dca44,TABLE_SCAN,43bc5582d51e7230,0x7f27abc26f5019cb0c858d2d2581,,,,,,,,,,,,,1,365,,,,,,,,,,,135113,TableScan Impl: ColumnVsValue d_year = 2001,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,1,65535,,,,,Equals,0,0,,
0x7f2871c9ebf0b8cd02a6cbf6d152,TABLE_SCAN,383d5fd3d3252c76,0x7f2871c9cd5019cb0c858d2d2581,,,,,,,,,,,,,1,365,,,,,,,,,,,118587,TableScan Impl: ColumnVsValue d_year = 2002,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,1,65535,,,,,Equals,0,0,,
0x7f286fb882d06493ca07f8ba2be,TABLE_SCAN,8ac950194f7649da,0x7f286f6f853019cb0c858d2d2581,,,,,,,,,,,,,1,365,,,,,,,,,,,123692,TableScan Impl: ColumnVsValue d_year = 1998,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,1,65535,,,,,Equals,0,0,,
0x7f287247ab90b8cd02a6cbf6d152,TABLE_SCAN,a91c19d3cd24008a,0x7f28711656b019cb0c858d2d2581,,,,,,,,,,,,,1,365,,,,,,,,,,,122067,TableScan Impl: ColumnVsValue d_year = 2002,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,1,65535,,,,,Equals,0,0,,
0x7f27bef9a3703c9dfa84cbf4d97b,TABLE_SCAN,ade73457e299574,0x7f27bef9a29019cb0c858d2d2581,,,,,,,,,,,,,1,366,,,,,,,,,,,108109,TableScan Impl: ColumnVsValue d_year = 2000,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,1,65535,,,,,Equals,0,0,,
0x7f27ae7695f0bd79848fa42dca44,TABLE_SCAN,b98cc0b49f2109fc,0x7f27ae76989019cb0c858d2d2581,,,,,,,,,,,,,1,365,,,,,,,,,,,110188,TableScan Impl: ColumnVsValue d_year = 2001,1,,,,,,,,,,,,,,,,,,,date_dim,28,73049,2,65535,d_year,int,1,6,int,180,,,270516,169960,50003205,0,7757460,DATA,,,1,65535,,,,,Equals,0,0,,
